Tanggal;Terinfeksi;Sembuh;Meninggal;Total Kasus;S-Sembuh;S-Meninggal;Removed;Susceptible
11/29/2022;1370;97918;1485;100773;119;0;99403;2399227
11/30/2022;1370;97918;1485;100773;0;0;99403;2399227
12/01/2022;1413;98226;1485;101124;308;0;99711;2398876
12/02/2022;1413;98407;1485;101305;181;0;99892;2398695
12/03/2022;1413;98407;1485;101305;0;0;99892;2398695
12/04/2022;1176;98842;1485;101503;435;0;100327;2398497
12/05/2022;1176;98842;1485;101503;0;0;100327;2398497
12/06/2022;1179;99101;1485;101765;259;0;100586;2398235
12/07/2022;1184;99199;1485;101868;98;0;100684;2398132
12/08/2022;1160;99376;1485;102021;177;0;100861;2397979
12/09/2022;1160;99376;1485;102021;0;0;100861;2397979
12/10/2022;1160;99376;1485;102021;0;0;100861;2397979
12/11/2022;955;99832;1485;102272;456;0;101317;2397728
12/12/2022;859;100002;1485;102346;170;0;101487;2397654
12/13/2022;839;100108;1485;102432;106;0;101593;2397568
12/14/2022;839;100108;1485;102432;0;0;101593;2397568
12/15/2022;819;100323;1485;102627;215;0;101808;2397373
12/16/2022;763;100439;1485;102687;116;0;101924;2397313
12/17/2022;675;100580;1485;102740;141;0;102065;2397260
12/18/2022;675;100580;1485;102740;0;0;102065;2397260
12/19/2022;587;100768;1485;102840;188;0;102253;2397160
12/20/2022;563;100847;1485;102895;79;0;102332;2397105
12/21/2022;567;100884;1485;102936;37;0;102369;2397064
12/22/2022;503;100998;1485;102986;114;0;102483;2397014
12/23/2022;503;100998;1485;102986;0;0;102483;2397014
12/24/2022;503;100998;1485;102986;0;0;102483;2397014
12/25/2022;398;101230;1485;103113;232;0;102715;2396887
12/26/2022;359;101299;1485;103143;69;0;102784;2396857
12/27/2022;365;101346;1485;103196;47;0;102831;2396804
12/28/2022;365;101346;1485;103196;0;0;102831;2396804
12/29/2022;405;101372;1485;103262;26;0;102857;2396738
12/30/2022;330;101474;1485;103289;102;0;102959;2396711
12/31/2022;293;101524;1485;103302;50;0;103009;2396698
01/01/2023;259;101571;1485;103315;47;0;103056;2396685
01/02/2023;259;101571;1485;103315;0;0;103056;2396685
01/03/2023;237;101638;1485;103360;67;0;103123;2396640
01/04/2023;251;101658;1485;103394;20;0;103143;2396606
01/05/2023;219;101708;1485;103412;50;0;103193;2396588
01/06/2023;219;101708;1485;103412;0;0;103193;2396588
01/07/2023;191;101782;1485;103458;74;0;103267;2396542
01/08/2023;191;101782;1485;103458;0;0;103267;2396542
01/09/2023;218;101782;1485;103485;0;0;103267;2396515
01/10/2023;218;101782;1485;103485;0;0;103267;2396515
01/11/2023;206;101834;1485;103525;52;0;103319;2396475
01/12/2023;205;101850;1485;103540;16;0;103335;2396460
1/13/2023;198;101877;1485;103560;27;0;103362;2396440
1/14/2023;174;101915;1485;103574;38;0;103400;2396426
1/15/2023;174;101915;1485;103574;0;0;103400;2396426
1/16/2023;174;101915;1485;103574;0;0;103400;2396426
1/17/2023;136;101992;1485;103613;77;0;103477;2396387
1/18/2023;141;102001;1485;103627;9;0;103486;2396373
1/19/2023;138;102021;1485;103644;20;0;103506;2396356
1/20/2023;138;102021;1485;103644;0;0;103506;2396356
1/21/2023;120;102062;1485;103667;41;0;103547;2396333
1/22/2023;120;102062;1485;103667;0;0;103547;2396333
1/23/2023;105;102093;1485;103683;31;0;103578;2396317
1/24/2023;102;102108;1485;103695;15;0;103593;2396305
1/25/2023;115;102115;1485;103715;7;0;103600;2396285
1/26/2023;115;102115;1485;103715;0;0;103600;2396285
1/27/2023;104;102146;1485;103735;31;0;103631;2396265
1/28/2023;104;102146;1485;103735;0;0;103631;2396265
1/29/2023;83;102179;1485;103747;33;0;103664;2396253
1/30/2023;83;102188;1485;103756;9;0;103673;2396244
1/31/2023;83;102188;1485;103756;0;0;103673;2396244
02/01/2023;69;102218;1485;103772;30;0;103703;2396228
02/02/2023;62;102235;1485;103782;17;0;103720;2396218
02/03/2023;71;102235;1485;103791;0;0;103720;2396209
02/04/2023;71;102235;1485;103791;0;0;103720;2396209
02/05/2023;69;102253;1485;103807;18;0;103738;2396193
02/06/2023;69;102253;1485;103807;0;0;103738;2396193
02/07/2023;69;102271;1485;103825;18;0;103756;2396175
02/08/2023;75;102274;1485;103834;3;0;103759;2396166
02/09/2023;76;102280;1485;103841;6;0;103765;2396159
02/10/2023;76;102280;1485;103841;0;0;103765;2396159
02/11/2023;76;102296;1486;103858;16;1;103782;2396142
02/12/2023;78;102304;1486;103868;8;0;103790;2396132
2/13/2023;79;102311;1486;103876;7;0;103797;2396124
2/14/2023;73;102322;1486;103881;11;0;103808;2396119
2/15/2023;73;102322;1486;103881;0;0;103808;2396119
2/16/2023;71;102345;1486;103902;23;0;103831;2396098
2/17/2023;69;102353;1486;103908;8;0;103839;2396092
2/18/2023;69;102362;1486;103917;9;0;103848;2396083
2/19/2023;69;102362;1486;103917;0;0;103848;2396083
2/20/2023;65;102377;1486;103928;15;0;103863;2396072
2/21/2023;65;102377;1486;103928;0;0;103863;2396072
2/22/2023;75;102384;1486;103945;7;0;103870;2396055
2/23/2023;75;102384;1486;103945;0;0;103870;2396055
2/24/2023;65;102410;1486;103961;26;0;103896;2396039
2/25/2023;75;102410;1486;103971;0;0;103896;2396029
2/26/2023;68;102422;1486;103976;12;0;103908;2396024
2/27/2023;68;102422;1486;103976;0;0;103908;2396024
2/28/2023;68;102422;1486;103976;0;0;103908;2396024
03/01/2023;77;102444;1486;104007;22;0;103930;2395993
03/02/2023;82;102452;1486;104020;8;0;103938;2395980
03/03/2023;82;102452;1486;104020;0;0;103938;2395980
03/04/2023;78;102471;1486;104035;19;0;103957;2395965
03/05/2023;78;102471;1486;104035;0;0;103957;2395965
03/06/2023;78;102471;1486;104035;0;0;103957;2395965
03/07/2023;76;102478;1486;104040;7;0;103964;2395960
03/08/2023;81;102491;1486;104058;13;0;103977;2395942
03/09/2023;87;102496;1486;104069;5;0;103982;2395931
03/10/2023;87;102496;1486;104069;0;0;103982;2395931
03/11/2023;79;102528;1486;104093;32;0;104014;2395907
03/12/2023;79;102528;1486;104093;0;0;104014;2395907
3/13/2023;65;102553;1486;104104;25;0;104039;2395896
3/14/2023;74;102560;1486;104120;7;0;104046;2395880
3/15/2023;79;102563;1486;104128;3;0;104049;2395872
3/16/2023;79;102563;1486;104128;0;0;104049;2395872
3/17/2023;79;102563;1486;104128;0;0;104049;2395872
3/18/2023;79;102563;1486;104128;0;0;104049;2395872
3/19/2023;88;102598;1486;104172;35;0;104084;2395828
3/20/2023;88;102598;1486;104172;0;0;104084;2395828
3/21/2023;90;102617;1486;104193;19;0;104103;2395807
3/22/2023;90;102617;1486;104193;0;0;104103;2395807
3/23/2023;90;102635;1486;104211;18;0;104121;2395789
3/24/2023;90;102635;1486;104211;0;0;104121;2395789
3/25/2023;90;102635;1486;104211;0;0;104121;2395789
3/26/2023;96;102674;1486;104256;39;0;104160;2395744
3/27/2023;96;102674;1486;104256;0;0;104160;2395744
3/28/2023;106;102691;1486;104283;17;0;104177;2395717
3/29/2023;113;102697;1486;104296;6;0;104183;2395704
3/30/2023;108;102711;1486;104305;14;0;104197;2395695
3/31/2023;108;102711;1486;104305;0;0;104197;2395695
04/01/2023;108;102711;1486;104305;0;0;104197;2395695
04/02/2023;108;102711;1486;104305;0;0;104197;2395695
04/03/2023;125;102739;1486;104350;28;0;104225;2395650
04/04/2023;122;102757;1486;104365;18;0;104243;2395635
04/05/2023;122;102778;1486;104386;21;0;104264;2395614
04/06/2023;122;102778;1486;104386;0;0;104264;2395614
04/07/2023;122;102778;1486;104386;0;0;104264;2395614
04/08/2023;131;102810;1486;104427;32;0;104296;2395573
04/09/2023;133;102824;1486;104443;14;0;104310;2395557
04/10/2023;138;102832;1486;104456;8;0;104318;2395544
04/11/2023;150;102847;1486;104483;15;0;104333;2395517
04/12/2023;150;102847;1486;104483;0;0;104333;2395517
4/13/2023;150;102847;1486;104483;0;0;104333;2395517
4/14/2023;150;102847;1486;104483;0;0;104333;2395517
4/15/2023;168;102917;1486;104571;70;0;104403;2395429
4/16/2023;179;102932;1486;104597;15;0;104418;2395403
4/17/2023;179;102932;1486;104597;0;0;104418;2395403
4/18/2023;196;102959;1486;104641;27;0;104445;2395359
4/19/2023;196;102959;1486;104641;0;0;104445;2395359
4/20/2023;196;102959;1486;104641;0;0;104445;2395359
4/21/2023;196;102959;1486;104641;0;0;104445;2395359
4/22/2023;196;102959;1486;104641;0;0;104445;2395359
4/23/2023;196;102959;1486;104641;0;0;104445;2395359
4/24/2023;196;102959;1486;104641;0;0;104445;2395359
4/25/2023;222;103112;1487;104821;153;1;104599;2395179
4/26/2023;238;103132;1487;104857;20;0;104619;2395143
4/27/2023;274;103156;1487;104917;24;0;104643;2395083
4/28/2023;284;103186;1487;104957;30;0;104673;2395043
4/29/2023;284;103186;1487;104957;0;0;104673;2395043
4/30/2023;284;103186;1487;104957;0;0;104673;2395043
05/01/2023;284;103186;1487;104957;0;0;104673;2395043
05/02/2023;361;103282;1488;105131;96;1;104770;2394869
05/03/2023;361;103282;1488;105131;0;0;104770;2394869
05/04/2023;471;103334;1488;105293;52;0;104822;2394707
05/05/2023;471;103334;1488;105293;0;0;104822;2394707
05/06/2023;471;103334;1488;105293;0;0;104822;2394707
05/07/2023;491;103481;1488;105460;147;0;104969;2394540
05/08/2023;491;103481;1488;105460;0;0;104969;2394540
05/09/2023;483;103577;1488;105548;96;0;105065;2394452
05/10/2023;492;103609;1489;105590;32;1;105098;2394410
05/11/2023;516;103633;1489;105638;24;0;105122;2394362
05/12/2023;426;103767;1489;105682;134;0;105256;2394318
5/13/2023;389;103826;1489;105704;59;0;105315;2394296
5/14/2023;340;103890;1489;105719;64;0;105379;2394281
5/15/2023;311;103943;1489;105743;53;0;105432;2394257
5/16/2023;286;103987;1489;105762;44;0;105476;2394238
5/17/2023;289;104008;1489;105786;21;0;105497;2394214
5/18/2023;253;104066;1489;105808;58;0;105555;2394192
5/19/2023;215;104112;1489;105816;46;0;105601;2394184
5/20/2023;192;104153;1489;105834;41;0;105642;2394166
5/21/2023;169;104196;1489;105854;43;0;105685;2394146
5/22/2023;169;104196;1489;105854;0;0;105685;2394146
5/23/2023;177;104239;1489;105905;43;0;105728;2394095
5/24/2023;177;104239;1489;105905;0;0;105728;2394095
5/25/2023;177;104239;1489;105905;0;0;105728;2394095
5/26/2023;177;104239;1489;105905;0;0;105728;2394095
5/27/2023;177;104239;1489;105905;0;0;105728;2394095
5/28/2023;177;104239;1489;105905;0;0;105728;2394095
5/29/2023;173;104352;1489;106014;113;0;105841;2393986
5/30/2023;168;104377;1489;106034;25;0;105866;2393966
5/31/2023;166;104386;1489;106041;9;0;105875;2393959
06/01/2023;144;104418;1489;106051;32;0;105907;2393949
06/02/2023;118;104451;1489;106058;33;0;105940;2393942
06/03/2023;109;104470;1489;106068;19;0;105959;2393932
06/04/2023;99;104490;1489;106078;20;0;105979;2393922
06/05/2023;96;104502;1489;106087;12;0;105991;2393913
06/06/2023;96;104502;1489;106087;0;0;105991;2393913
06/07/2023;84;104528;1489;106101;26;0;106017;2393899
06/08/2023;75;104543;1489;106107;15;0;106032;2393893
06/09/2023;75;104543;1489;106107;0;0;106032;2393893
06/10/2023;75;104543;1489;106107;0;0;106032;2393893
06/11/2023;71;104564;1489;106124;21;0;106053;2393876
06/12/2023;69;104569;1489;106127;5;0;106058;2393873
6/13/2023;69;104569;1489;106127;0;0;106058;2393873
6/14/2023;58;104592;1489;106139;23;0;106081;2393861
6/15/2023;58;104592;1489;106139;0;0;106081;2393861
6/16/2023;51;104608;1489;106148;16;0;106097;2393852
6/17/2023;51;104608;1489;106148;0;0;106097;2393852
6/18/2023;41;104619;1489;106149;11;0;106108;2393851
6/19/2023;32;104632;1489;106153;13;0;106121;2393847
6/20/2023;29;104638;1489;106156;6;0;106127;2393844
